Node,Closeness_Centrality
4752,0.25930344205534056
2196,0.25928080996159664
153,0.25926572409379184
184,0.25925818181818183
4412,0.25924309858335515
643,0.25924309858335515
2378,0.2591903210795719
8580,0.2591827831903446
3448,0.25916770872713524
140,0.25914510031986043
5216,0.2591300302395906
704,0.2590848305134019
2594,0.25899447834931705
2272,0.25895685021066395
1776,0.25891171087417564
4358,0.2588966679255149
9224,0.2588966679255149
2128,0.2588665872716182
4550,0.25884403136799305
4676,0.25882899628252787
1092,0.25881396294360226
2720,0.25876887340301974
2116,0.25876887340301974
713,0.2587463345237058
3586,0.2587313107853099
2401,0.258723799570342
4442,0.2587087784486763
2946,0.25865621825569585
2704,0.25864120498012017
1272,0.25862619344728516
1096,0.25862619344728516
788,0.25860367941500784
3354,0.25859617560862375
3568,0.25859617560862375
8241,0.2585811693021906
9348,0.2585736668020658
1794,0.2585361608308433
8772,0.2585211614887013
1778,0.25850616388687453
4289,0.25849116802506017
3212,0.2584761739029554
178,0.2584761739029554
21,0.25846867749419955
1552,0.2584461908766639
4337,0.2584461908766639
3232,0.25837875449379566
4296,0.25835628351935064
2449,0.25834879406307976
630,0.25834879406307976
5392,0.2583338164531277
4230,0.258326328299371
5492,0.25830386644252507
5632,0.258281408491523
522,0.2582739233756448
78,0.2582290217895225
5697,0.2582290217895225
5090,0.2582215397096746
4162,0.2581916157255845
354,0.2581916157255845
4272,0.2581243121126108
2488,0.2581243121126108
6288,0.25809441065739935
4800,0.2580420997770507
4121,0.25801221736487073
73,0.2580047478432054
8518,0.2579300764065756
417,0.2579226116400891
3840,0.2579226116400891
1010,0.25790768340327014
2572,0.2578106919694515
55,0.257795776684987
9476,0.257795776684987
1176,0.257795776684987
2082,0.25778086312622933
1548,0.25777340699389695
1585,0.25773613280120306
5249,0.25772867925619597
952,0.25770632120756465
652,0.25764671870482797
1793,0.25762437487352935
70,0.2575722543352601
4592,0.2575275963705716
2888,0.2575127138233934
1696,0.25749783299624385
4408,0.25749783299624385
8322,0.2574829538888247
8472,0.2574829538888247
4738,0.25741601917911094
744,0.2573862815884477
326,0.25734911926075654
2324,0.25734168808293145
4482,0.25732682701469695
1604,0.2573193971242132
3584,0.2572822541066428
4618,0.2572376966373214
58,0.2572302718928592
551,0.2572302718928592
6150,0.25721542368967903
52,0.2572005772005772
6161,0.2572005772005772
8768,0.2572005772005772
340,0.2571931545987129
2314,0.257178310680172
5360,0.2571634684749675
760,0.2571412083790178
451,0.25713378920338154
2568,0.2571263704558569
6164,0.2571263704558569
2580,0.2571041167815827
4424,0.25708186695898
802,0.25708186695898
4696,0.2570744512071999
2248,0.2570744512071999
8273,0.25700772868843
7184,0.25700772868843
8195,0.2570003172131384
3592,0.2570003172131384
786,0.25699290616529213
519,0.2569854955448542
2992,0.2569632662476212
5384,0.25695585733644727
8257,0.2569336331661189
1808,0.25691881918819187
3200,0.2569114128398051
2801,0.2569114128398051
3393,0.2569114128398051
6165,0.2569040069184203
616,0.25689660142400045
4720,0.2568817917159081
8352,0.25685958035508416
2055,0.25685958035508416
728,0.25680776878079703
533,0.25680036883356383
3152,0.25678557021840603
4226,0.2567485811414249
1049,0.2567042083129303
2144,0.25669681433262287
1732,0.25668942077824825
593,0.25667463494715015
5201,0.25664506839452844
7172,0.2566376778206531
1126,0.2566302876724163
67,0.25662289794978116
4872,0.25662289794978116
1620,0.2565859557193447
9740,0.2565564095920776
6216,0.2565564095920776
4609,0.25651948650048934
149,0.25651948650048934
84,0.2565047202394658
598,0.25649733774643835
577,0.2564899556783515
5570,0.2564899556783515
8720,0.2564825740351685
778,0.25646043165467625
1034,0.2564530517107421
106,0.25639402744612905
4256,0.25639402744612905
2706,0.2563866513233602
579,0.2563866513233602
6146,0.256349777074644
259,0.2563276576161988
1104,0.25629817094213736
2344,0.25627606038820994
8609,0.2562539536488585
8740,0.25624658558325425
848,0.2562392179413456
1027,0.25623185072309596
5280,0.25622448392846875
2400,0.2562097516099356
5192,0.25618029205473153
3112,0.25617292822443877
1166,0.25617292822443877
3482,0.2561582018338076
2571,0.25615083927339616
108,0.25615083927339616
2694,0.25615083927339616
201,0.25615083927339616
1546,0.25614347713620556
7185,0.25612875413134073
4234,0.25612875413134073
7176,0.25611403281892114
5266,0.25611403281892114
1180,0.25608459527025085
2059,0.2560625215492472
658,0.2560625215492472
6162,0.25603309584003675
673,0.2560183855214019
23,0.2560183855214019
6289,0.255944859276278
3316,0.25593750897446943
8464,0.25593015909482514
361,0.25593015909482514
792,0.25589341602779453
1680,0.2558787217548595
692,0.2558713752512202
293,0.25586402916941803
1292,0.25584199345467074
2179,0.2558346490598536
2369,0.25581261840518976
2696,0.25581261840518976
8420,0.2558052756967766
3712,0.2558052756967766
664,0.25576856847663876
3601,0.25575388853813924
2964,0.25574654920079204
1284,0.25574654920079204
2090,0.25574654920079204
162,0.2557245337159254
8211,0.25569518563149135
331,0.2556731789884385
4496,0.25565117613310384
2826,0.25564384268953844
1797,0.25562917706450966
1062,0.25562184488297385
964,0.2555705313871125
8752,0.25554121863799284
1665,0.25554121863799284
562,0.25554121863799284
6720,0.25553389150131894
88,0.25553389150131894
1192,0.25553389150131894
2574,0.2555265647848152
6404,0.25551191261217354
4617,0.25551191261217354
572,0.2555045871559633
5152,0.25547528953101706
3184,0.25545332072118554
2433,0.25545332072118554
8913,0.25543135568930925
4418,0.25543135568930925
3314,0.2554093944344138
3077,0.255402074855276
8993,0.25538011863483967
